Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-01-02 00:00:00-05:00,145.0,145.72000122070312,141.63999938964844,143.6300048828125,143.6300048828125,2361000,0.0,0.0
2025-01-03 00:00:00-05:00,144.6300048828125,146.22999572753906,144.1300048828125,144.8300018310547,144.8300018310547,2198500,0.0,0.0
2025-01-06 00:00:00-05:00,147.19000244140625,147.63999938964844,144.8300018310547,146.0399932861328,146.0399932861328,2667300,0.0,0.0
2025-01-07 00:00:00-05:00,144.47999572753906,145.72000122070312,140.2899932861328,141.39999389648438,141.39999389648438,3988600,0.0,0.0
2025-01-08 00:00:00-05:00,141.02999877929688,142.3300018310547,139.25999450683594,141.8800048828125,141.8800048828125,3334400,0.0,0.0
2025-01-10 00:00:00-05:00,139.3699951171875,140.6999969482422,137.6199951171875,140.4199981689453,140.4199981689453,2646000,0.0,0.0
2025-01-13 00:00:00-05:00,139.22000122070312,139.94000244140625,136.7100067138672,138.0,138.0,4413700,0.0,0.0
2025-01-14 00:00:00-05:00,139.5,141.0500030517578,138.02000427246094,139.16000366210938,139.16000366210938,3414000,0.0,0.0
2025-01-15 00:00:00-05:00,142.05999755859375,144.47999572753906,140.72999572753906,140.9499969482422,140.9499969482422,3441200,0.0,0.0
2025-01-16 00:00:00-05:00,137.5050048828125,138.8000030517578,134.71499633789062,136.7899932861328,136.7899932861328,5913500,0.0,0.0
2025-01-17 00:00:00-05:00,139.4199981689453,140.86000061035156,137.9199981689453,138.39999389648438,138.39999389648438,3468700,0.0,0.0
2025-01-21 00:00:00-05:00,139.31500244140625,140.8000030517578,137.5399932861328,138.39999389648438,138.39999389648438,3347600,0.0,0.0
2025-01-22 00:00:00-05:00,139.99000549316406,140.39999389648438,138.58999633789062,140.1199951171875,140.1199951171875,3870600,0.0,0.0
2025-01-23 00:00:00-05:00,142.3000030517578,144.1649932861328,139.41000366210938,140.1999969482422,140.1999969482422,3806400,0.0,0.0
2025-01-24 00:00:00-05:00,141.77999877929688,142.81500244140625,139.85000610351562,140.99000549316406,140.99000549316406,2884900,0.0,0.0
2025-01-27 00:00:00-05:00,137.5,146.5800018310547,136.8699951171875,142.16000366210938,142.16000366210938,5517600,0.0,0.0
2025-01-28 00:00:00-05:00,143.39999389648438,153.4199981689453,143.39999389648438,151.88999938964844,151.88999938964844,7940400,0.0,0.0
2025-01-29 00:00:00-05:00,147.89500427246094,148.5970001220703,141.9600067138672,145.72000122070312,145.72000122070312,7978200,0.0,0.0
2025-01-30 00:00:00-05:00,141.5,143.14999389648438,138.60000610351562,142.61000061035156,142.61000061035156,6026000,0.0,0.0
2025-01-31 00:00:00-05:00,145.74000549316406,146.00999450683594,141.82000732421875,142.7100067138672,142.7100067138672,4949500,0.0,0.0
2025-02-03 00:00:00-05:00,140.802001953125,144.41000366210938,140.24000549316406,143.15499877929688,143.15499877929688,5124800,0.0,0.0
2025-02-04 00:00:00-05:00,143.0,146.47000122070312,142.86000061035156,145.8300018310547,145.8300018310547,3290100,0.0,0.0
2025-02-05 00:00:00-05:00,144.5500030517578,144.9199981689453,140.3000030517578,144.85000610351562,144.85000610351562,4836900,0.0,0.0
